X,Y,target
0.318817556,-0.360988796,0
-0.747896552,-0.642725139,0
1.392966342,1.027545751,1
-1.243776498,-1.165766708,0
0.734735855,-0.19819846,0
2.504364371,1.103819614,1
-0.735595412,1.227616688,1
1.017276321,1.253402063,1
-0.169386795,-0.909439856,0
0.524162373,1.018827878,1
-1.397481116,-1.659646853,0
0.154292078,1.102386058,1
-0.662327364,1.007118373,1
-1.191481485,-0.147244467,0
1.199022588,0.842633997,1
0.674115193,-0.857500017,0
2.604561218,0.972590555,1
0.198653341,-1.039852262,0
-0.651082748,-0.714841219,0
0.163720831,1.090677675,1
-0.004362777,0.994649366,1
-1.507949701,-0.427806557,0
0.974796269,-1.510036776,0
-0.206157503,-1.30674881,0
-1.570116484,0.825669914,1
-0.008089224,-1.481921251,0
-0.905438127,-1.034109246,0
-1.201905472,0.934864205,1
-0.744898899,1.068199982,1
0.762124256,-0.487116054,0
-0.312792347,-2.041474033,0
-0.242116693,-0.343193228,0
0.282696766,-0.763999907,0
-0.523247997,-2.245251486,0
-0.419411492,-1.02698161,0
-1.710759969,1.102721161,1
-0.564737431,-0.069200517,0
0.878087534,-1.182137727,0
-2.007399362,-0.344564224,0
0.547990001,-1.567624586,0
-0.071786567,1.043472101,1
-0.379557578,1.058091546,1
0.006973033,-2.266384354,0
-1.081623518,0.991664276,1
0.151868421,1.011836094,1
-0.585113233,-1.343423556,0
-0.148498866,-1.98204235,0
-0.327849189,-0.404507766,0
0.288965114,1.123365187,1
-0.793131025,-0.411050234,0
-0.474833795,0.917913848,1
1.29383449,1.046011103,1
1.306178301,1.015078341,1
-0.573458583,1.124551421,1
-2.139745162,-1.100845378,0
0.07636426,1.245243142,1
0.536652387,1.019938404,1
-2.271660476,1.011871242,1
-1.120570725,1.109821985,1
0.263934654,1.165093935,1
-3.520977372,0.834656405,1
-1.080370482,-1.663245004,0
-0.679834663,1.013427639,1
-0.382186506,-0.716598587,0
0.373900284,-1.178949563,0
-0.514380142,-0.789036895,0
-0.404059517,-2.232345599,0
-0.900991292,-1.005512612,0
0.736470254,1.175982552,1
-1.664426059,1.035456501,1
-0.60482707,0.836151388,1
-1.725670141,-0.984190337,0
0.088162435,-2.128689323,0
0.99102412,1.08568866,1
-1.309971296,-0.897673266,0
2.13497733,-0.090579368,0
1.031971876,-0.149999149,0
0.117197206,-0.770841748,0
1.454530865,-1.412515542,0
0.892342007,-0.77119971,0
-0.691591014,-0.9666579,0
-1.533420364,-1.835122518,0
-0.332450815,0.955639756,1
0.228103853,-1.031530188,0
1.11995875,0.946345365,1
-0.154657263,0.016887414,0
-0.892827795,-0.771566467,0
2.069435855,-1.342427733,0
1.442122729,-0.912486217,0
-0.157178903,1.018539784,1
-1.243888857,1.11916036,1
-0.544629375,0.710529927,1
-0.05990111,-0.407059612,0
-0.029027839,0.943724306,1
-1.33004551,0.98757339,1
1.959647939,-1.411310994,0
0.619054984,1.274672111,1
0.421718272,0.880101305,1
-1.116259169,-0.100048683,0
-1.59295377,-1.407773291,0
-1.113176494,1.191128933,1
-0.025975815,-1.947932132,0
0.335746475,0.008127884,0
0.87644237,0.883551785,1
0.726021231,1.069850728,1
-0.164459741,0.819040361,1
-1.224655181,0.800137542,1
-2.313929491,-1.129787278,0
-0.203130756,0.997344473,1
-1.065698695,1.085357214,1
-0.248597579,0.95485696,1
0.451777605,1.117332844,1
0.733630647,-0.283290501,0
0.34651193,1.005712449,1
-0.35059491,1.081545836,1
1.271449499,0.868577382,1
-0.88130746,1.151138035,1
-0.182582326,-1.113310191,0
-0.196317982,0.871378271,1
0.192064784,1.026934662,1
0.621141712,-1.158353117,0
0.055220263,1.078280114,1
-1.846926475,0.816915592,1
-0.030705133,0.899545826,1
-0.757187331,1.241573359,1
0.029757687,-0.316067059,0
-0.602906545,-1.874616888,0
-0.198138606,1.010079994,1
1.198216974,0.811151118,1
1.82099779,0.763960724,1
-1.727061952,1.174206523,1
-1.01636729,0.827049312,1
-0.128217402,1.046696234,1
1.565250858,0.799447377,1
-0.104218948,0.954029853,1
-1.258851038,1.105443026,1
-1.424192352,-0.117606127,0
0.526455011,1.164743497,1
0.922668573,-1.918184801,0
-0.914696191,-1.843122209,0
1.29522112,-2.195436943,0
-1.369137933,-1.1196069,0
-1.261257404,-0.598796253,0
-1.448737577,-0.627242746,0
0.002669871,-1.622304086,0
-0.770136451,-0.28372235,0
0.979155339,-0.976501289,0
1.424689032,-1.172139024,0
-0.433339828,0.800160826,1
-1.207898451,1.125525024,1
0.641187605,1.009666731,1
0.026083838,1.092020011,1
1.074178897,-1.642168825,0
-0.689862568,-1.690899741,0
-0.810515274,1.106682304,1
-0.615266788,0.898390722,1
-0.041072043,0.921504875,1
-0.295980084,1.256994284,1
-0.071867033,0.902137097,1
-2.164313219,0.932908223,1
-0.837241997,0.983407344,1
-0.60752276,-1.452221229,0
0.386907724,1.086436893,1
-0.568300846,0.845550393,1
0.112430154,-0.940527576,0
-0.282525592,0.765215423,1
-0.475377513,-0.734481625,0
2.32228039,0.103451465,0
-0.622764623,-1.951858232,0
0.783829627,0.874366588,1
0.449985797,0.959194677,1
-0.401496201,-2.597012644,0
0.812879077,1.089731502,1
0.372377159,0.998245587,1
-1.451793067,-1.377093278,0
0.839147709,-0.667459641,0
-0.271297965,0.847712452,1
-0.680231655,0.756784973,1
-0.152939451,1.29790319,1
-0.161622685,0.985951573,1
2.838716142,-1.513637436,0
-0.597641631,-0.561413599,0
-2.160191444,0.268999799,0
0.674201907,-0.419897736,0
0.48661969,-0.509261801,0
-0.891533473,1.156786612,1
0.194739593,-1.201301038,0
-0.893706899,-1.135865592,0
-1.381713915,1.144135686,1
0.665213979,-1.236642673,0
1.188899469,1.207543688,1
1.254100678,1.07226095,1
0.278763544,-1.285044344,0
1.4088106,-0.69850624,0
0.996896879,1.029803602,1
0.207208709,-1.262177677,0
-0.063656535,0.980793372,1
-0.232919354,-1.796437241,0
0.101022022,1.091146945,1
0.008201552,0.988129879,1
-1.906939743,-1.658814988,0
-0.459015544,0.650692909,1
-0.168831439,-0.325621259,0
1.040821724,1.081302717,1
0.63939494,-1.31698595,0
1.64700495,0.895520492,1
0.135036064,1.113887256,1
0.008848552,0.964564334,1
-1.810470909,1.239934701,1
0.230978443,-0.507318171,0
-1.48936479,-1.105225434,0
0.942195126,-1.555094086,0
2.035753973,0.825376767,1
-0.767950546,1.025921824,1
-0.557251946,1.115598713,1
1.851304977,-0.409718119,0
0.749893294,-0.154252738,0
-0.620806534,-0.998346546,0
-0.030407841,1.068521552,1
0.774101698,-1.714722311,0
1.756999355,0.864932846,1
0.09834847,-1.095401241,0
-0.388920913,-0.306593668,0
0.510234612,-1.100826393,0
1.998414228,0.917355463,1
-1.101518192,1.112275364,1
0.740017543,1.20900997,1
-0.394888218,1.269513806,1
-0.390818884,-0.46484097,0
0.535121568,-1.266706044,0
-1.473850648,-0.474454717,0
0.811687004,1.022059911,1
0.01201768,0.829845209,1
1.797515242,-0.063435666,0
-1.179592435,1.10516927,1
1.811294572,-1.347321881,0
0.070264789,0.94470492,1
0.49531113,1.047535521,1
-0.34194713,1.082403221,1
-1.003491147,0.769622485,1
2.307890727,1.27001209,1
0.090413231,1.03111061,1
0.632059152,-1.253306265,0
1.471121417,0.974882579,1
0.138960292,0.873684415,1
0.290077952,1.067952417,1
-0.230780746,0.973446515,1
2.307633535,1.136950663,1
1.384496034,-0.833352723,0
0.582931686,1.144923581,1
-0.931428729,1.18209719,1
0.956121249,1.099198153,1
-0.27138652,-0.043293357,0
-1.544299704,-1.327130666,0
-2.069821617,-1.537640211,0
-0.791597455,-0.945106551,0
0.158517631,-0.734345561,0
0.358110928,1.014988112,1
-1.435350251,0.919524692,1
-0.732275941,-1.767182384,0
-0.261412807,-1.100441611,0
-0.34555697,-0.949076405,0
-0.946217902,1.303848265,1
0.776707942,0.818681589,1
0.827425813,1.193627321,1
-0.929191517,-0.435447452,0
1.303387121,1.034699538,1
0.828033507,-0.636231982,0
-0.833615438,1.079389837,1
0.427277591,-2.011326759,0
-2.342016721,0.992949199,1
-1.441300242,0.835691945,1
0.550159931,1.156405691,1
0.784989765,0.862582306,1
-2.900643356,1.110107511,1
-0.487893554,0.965388152,1
0.564468995,1.199145139,1
-0.74528037,-0.961191432,0
0.17687631,0.685020136,1
-0.280169562,1.109161819,1
1.437550712,1.021393995,1
-1.260958799,-0.31241552,0
0.867778109,1.090353174,1
0.191624848,-0.460203946,0
-0.278975383,-0.589346534,0
-0.52473388,-0.091011422,0
-1.115034061,0.891920857,1
-0.248245857,-0.0575671,0
1.294539898,-0.798293382,0
2.100585282,1.030368793,1
-1.090591862,1.009560662,1
-1.143566689,-1.906534285,0
-1.16941185,1.086721327,1
1.318597348,-0.916589701,0
-2.602671443,1.174670379,1
-1.341393996,1.185053057,1
-0.609907269,0.990706093,1
-1.193332682,-1.379825299,0
-1.045877389,-0.779574603,0
-0.178459389,0.974107778,1
0.433660091,-1.164542429,0
1.857529682,-1.307667109,0
0.796520587,-1.045547983,0
-1.001599768,-0.679019087,0
-0.265286133,-0.695219698,0
-1.14365149,1.033526616,1
-0.389687499,1.044954301,1
-0.159779083,0.978124576,1
-1.185748336,0.088735564,0
-0.68242428,-0.814067506,0
-0.33905194,0.90796427,1
-1.631337709,-0.443752562,0
-0.898933454,0.993675314,1
0.518319196,1.115921113,1
1.230054903,-1.27413936,0
-1.4873814,0.762408349,1
-1.577383216,-0.618767174,0
1.68439445,1.230640721,1
-1.914567682,0.853566289,1
1.087491053,-1.281353476,0
-1.411915018,-1.275056225,0
0.260381202,1.036025931,1
-1.226621822,-1.999599041,0
0.168412114,-1.443449469,0
-0.598508139,1.26370749,1
-0.096267356,1.138779537,1
0.807678703,-0.535893546,0
0.36732913,0.897039661,1
-1.771581167,1.088210509,1
0.77906295,-1.571586754,0
0.479313441,1.01161812,1
0.736511787,-0.932914531,0
-1.1430565,0.701288557,1
-0.803936314,-2.590318318,0
0.256716132,1.128317933,1
0.867336665,0.88496484,1
-1.072503767,1.19408955,1
0.753100046,-1.276781672,0
1.315436543,0.816357589,1
0.794445739,1.308729197,1
0.300679686,1.028902125,1
0.142663479,-1.474486548,0
2.522500214,1.136570698,1
-1.37003018,1.014752425,1
0.330436513,-1.895952821,0
-0.496575253,0.787716966,1
0.35261525,-0.986384319,0
0.560206766,0.678451917,1
-0.232861635,-0.859111587,0
1.745060512,1.229385179,1
-0.823031791,-1.388593683,0
1.794858352,0.911843621,1
2.777077644,0.902860873,1
0.279420958,-0.960540786,0
-0.828879299,-1.282571667,0
-2.171726959,-0.853905658,0
0.377228365,-1.917792203,0
0.556622367,-0.556589969,0
0.246285654,0.796742132,1
1.458671087,-1.571273879,0
0.301471835,-1.09397961,0
-0.139139619,1.103396817,1
-0.165958847,0.988421125,1
-0.798414149,-0.879186941,0
0.547098868,-1.118494085,0
1.155852411,-1.997356493,0
-1.002139801,-0.901002396,0
-0.641241066,0.957804876,1
0.816082247,-1.270346251,0
1.711704907,1.205274366,1
0.199394542,1.248888058,1
1.664476704,-2.051415274,0
1.382937194,-0.694406116,0
0.181696564,-0.433337939,0
-0.298813554,-0.945674362,0
-0.077339057,0.838290555,1
-0.461774198,-0.293372606,0
-0.102380773,1.204266894,1
0.991809128,-1.419435153,0
-0.296193679,0.584755653,1
-0.607844401,0.996397818,1
-0.19981398,0.820934842,1
0.409516067,-0.312839832,0
1.082427995,-0.201058136,0
0.561288419,-0.713423155,0
0.107938144,1.0005396,1
-0.179747788,1.009723879,1
0.33932431,0.930223512,1
-0.5702592,1.021308985,1
-0.067005905,-1.606637417,0
0.444148395,0.945801938,1
0.595283904,1.163075648,1
1.51746467,0.790013654,1
-0.96190909,-0.525751084,0
-0.368636965,0.86382052,1
1.025708825,0.950081339,1
-0.57249938,1.192404154,1
1.677749584,-1.59924663,0
0.373768438,-1.163930547,0
0.668127856,0.908736894,1
0.510491858,0.987637182,1
-2.31886965,-0.951954665,0
-1.063089118,-0.611064349,0
0.658338959,-1.203436183,0
-0.960041951,1.039464471,1
-0.140693584,1.082014706,1
0.336077468,1.193721725,1
0.186778237,1.036920459,1
0.693150328,-1.746073602,0
-0.883908563,0.787645323,1
0.712428853,0.843125549,1
-0.462337374,0.706236545,1
-1.1982123,-0.300529615,0
1.094804989,-0.122592706,0
1.016463842,1.143939563,1
1.723044326,-1.332860383,0
-1.301976326,1.267801969,1
1.659484961,-1.900628896,0
0.092431058,1.146073112,1
-2.576487586,0.796950218,1
0.156777689,-0.304746764,0
1.176018453,1.127491877,1
-0.073132488,0.987700685,1
-0.34968649,0.785129031,1
0.739228194,1.238373641,1
-1.190813604,0.968257025,1
0.255861257,0.144582038,0
-1.59239746,0.976653927,1
-0.213327766,0.901183598,1
-0.186193917,-1.068604444,0
-0.497076594,-0.784568958,0
1.4804074,-2.104103788,0
0.379083204,-0.491561089,0
-2.036592194,-1.739478385,0
0.039044183,1.133146606,1
0.408384465,0.967806963,1
-0.484946656,-1.683489706,0
-0.740744559,-0.487160205,0
2.540958983,-0.177794478,0
-0.719298674,0.934167062,1
-1.09957458,-1.101587101,0
-0.794525692,0.907043747,1
0.11638958,1.100205328,1
-0.833493185,1.019963877,1
-0.653148531,0.986725994,1
-3.417296977,-0.428125643,0
-0.50679882,-2.095888247,0
1.388824995,1.138712004,1
-1.012341576,-0.899590454,0
-2.089180238,1.108275244,1
-0.855227043,0.842224699,1
-2.031217069,1.151242318,1
0.880075416,0.980622727,1
-1.077205977,-0.654209,0
-0.639271953,-1.525416516,0
0.686178758,-1.392852741,0
0.373210614,0.81167308,1
-0.026296365,0.679476877,1
0.772126877,0.742501394,1
1.63004682,1.019544522,1
-0.764999436,1.045227632,1
0.645129056,-0.385388454,0
-0.277721742,1.081374884,1
-0.858967903,-0.605886206,0
-0.424578444,1.107561704,1
0.019755195,-2.043621253,0
-0.027713255,-1.589367425,0
1.147672649,1.021314985,1
-2.47740631,-1.033115441,0
-1.386315848,0.822151249,1
0.367254588,-0.32270851,0
0.33726418,-1.788912098,0
1.100069503,0.971012012,1
-0.699982793,0.098415765,0
-0.158233235,-1.811934426,0
1.794484778,-0.739648806,0
0.548855341,-1.119163912,0
-1.182215871,0.805388883,1
-0.901981138,-1.095159684,0
-2.160682681,0.989990348,1
0.8961596,-2.32358816,0
1.656650309,-0.216685032,0
2.202275784,0.97196214,1
0.272550974,0.94287047,1
-0.801606895,0.966623972,1
-0.101160222,-1.135461077,0
-0.153499304,0.9076002,1
-1.215107839,0.819206949,1
0.008196872,0.887028393,1
0.820899531,1.040960908,1
0.152005437,0.768360199,1
0.054243,-1.365386156,0
-0.308746989,0.949065034,1
-0.099055134,0.931032295,1
-2.135760709,1.043065679,1
1.694060715,-0.596395807,0
0.162461034,0.987805122,1
0.291346255,0.961886539,1
-0.834292246,0.964148238,1
-1.581675373,0.010711621,0
0.953352541,0.827500298,1
0.416387769,0.991503416,1
1.876722158,0.998858438,1
-0.511594278,1.225729076,1
-0.390466918,-2.217909271,0
2.515785747,0.992885179,1
-0.659383838,1.054793843,1
0.755855388,1.097415165,1
0.487037194,-2.003314126,0
-0.570102409,1.132241585,1
-0.38994176,0.93113656,1
-0.046627343,-1.42272244,0
0.828812175,-1.757526651,0
-0.057358105,0.896242641,1
-0.54255348,0.965342969,1
2.113221357,1.169192165,1
-1.073918963,-0.847694848,0
-0.028669702,1.188238881,1
1.811335428,1.057540136,1
-0.820200162,0.861962961,1
1.127272687,0.837733169,1
-0.696723991,0.8089828,1
0.948623255,-0.629669254,0
1.919469152,-0.087298185,0
0.569815449,-1.449637412,0
-0.060143471,-0.673274379,0
0.034917436,-1.541908187,0
-0.749063822,-1.279737662,0
-0.626328363,-0.589709552,0
-0.566408358,-0.755772431,0
-0.044066378,0.976663824,1
0.372340423,-1.845021408,0
-0.303543859,1.110594801,1
0.579664594,1.030265937,1
-1.408879967,-0.999548147,0
-0.92603502,-0.956183927,0
-0.661505282,-1.186537451,0
-0.756786671,-0.825322184,0
0.481451243,0.7821856,1
0.105365308,-1.912688318,0
0.45957322,-0.477035807,0
-0.536812776,0.991540018,1
-1.461934174,1.148092631,1
0.990293869,0.640906622,1
-0.71385593,-0.216914729,0
1.513701561,-1.152719861,0
-0.027694532,-0.783263093,0
0.296366452,-1.498511709,0
1.97555744,-2.655198878,0
-1.039535392,0.943834335,1
-0.447689197,-0.88870931,0
0.076875837,0.994349116,1
0.931395434,1.143543468,1
1.801536719,-0.501535719,0
1.34112714,1.088486861,1
0.55897812,0.887074803,1
-0.256217191,-1.722993537,0
-0.518080463,1.09886822,1
0.433280973,-1.431014881,0
1.283908421,-0.229009448,0
2.635612013,-0.484869996,0
0.219167374,-1.712275253,0
0.666186798,-2.385375928,0
0.516227954,-0.679509048,0
-0.67392301,-1.378434439,0
1.380295365,-2.212048777,0
0.682199939,0.854701431,1
-1.380326274,-1.916112367,0
0.622545316,0.926549673,1
0.97656378,-1.938660117,0
-0.217488944,-0.755642747,0
1.454779973,1.058948206,1
0.572327928,-0.89261799,0
2.430183614,-0.567504638,0
-0.859271872,-1.109742607,0
-1.105151512,-0.074787706,0
1.750448602,-0.368264097,0
2.080722141,-0.644325172,0
0.82835543,0.300510104,0
-1.83286867,-1.675402023,0
0.014698793,-1.800021635,0
-0.390941489,0.9085352,1
0.311171323,1.075967983,1
1.42997074,1.06750931,1
0.328920771,1.064954173,1
0.160826285,-0.914829368,0
0.917935654,-0.578566153,0
0.720368255,-0.507970627,0
0.497872305,1.127310616,1
0.520310659,-0.337147117,0
0.821330922,1.332549816,1
-0.983986881,1.063121253,1
-1.440559221,0.752641858,1
0.269675642,1.063229953,1
-0.005159412,-0.286272125,0
0.41346696,-1.628231788,0
-0.247187746,0.972177216,1
2.805435742,1.004375839,1
-1.081497141,-0.526649783,0
-0.475485811,0.56781882,0
-0.451571281,0.489157696,0
1.207173811,1.25128931,1
0.874407202,1.243647938,1
0.736696611,-0.395123404,0
-0.850942741,1.061705,1
2.042508376,-0.361592109,0
1.620220027,1.010214011,1
-1.477715034,0.783650536,1
-0.340765037,-0.23856898,0
-0.114155819,-0.465807899,0
-0.444530996,-1.03972074,0
0.148156373,0.9748194,1
1.045395994,1.001188813,1
-0.189508425,-1.185705061,0
0.438356502,-1.814150374,0
-1.238763414,-0.655217166,0
-0.447322182,1.016342149,1
-0.149925471,-1.483723126,0
-1.053349802,-1.087229204,0
-0.3148954,1.070233814,1
-0.173693103,-1.495390422,0
-0.991831897,-1.849174329,0
0.982433487,-2.519565409,0
-0.311375244,0.907400366,1
